0.000000000000000000e+00,1.000000000000000000e+00,5.773502691896258421e-01,3.333333333333333148e-01,4.082482904638630727e-01,3.829708431025352633e-01,4.303314829119352924e-01,2.735506022160966166e-01,2.886751345948129210e-01,3.333333333333333703e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.773502691896258421e-01,6.382847385042254018e-01,5.773502691896258421e-01,6.000000000000000888e-01,4.303314829119352924e-01,4.285714285714286587e-01,4.564354645876385064e-01
5.773502691896258421e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.382847385042254018e-01,5.773502691896258421e-01,3.829708431025352633e-01,4.303314829119352924e-01,4.879500364742666574e-01
3.333333333333333148e-01,5.773502691896258421e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.773502691896258421e-01,6.382847385042254018e-01,4.082482904638630727e-01,3.829708431025352633e-01,4.303314829119352924e-01
4.082482904638630727e-01,6.382847385042254018e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.382847385042254018e-01,4.082482904638630727e-01,3.829708431025352633e-01
3.829708431025352633e-01,5.773502691896258421e-01,6.382847385042254018e-01,5.773502691896258421e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.773502691896258421e-01,3.333333333333333148e-01,4.082482904638630727e-01
4.303314829119352924e-01,6.000000000000000888e-01,5.773502691896258421e-01,6.382847385042254018e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.773502691896258421e-01,6.382847385042254018e-01
2.735506022160966166e-01,4.303314829119352924e-01,3.829708431025352633e-01,4.082482904638630727e-01,6.382847385042254018e-01,5.773502691896258421e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.886751345948129210e-01,4.285714285714286587e-01,4.303314829119352924e-01,3.829708431025352633e-01,4.082482904638630727e-01,3.333333333333333148e-01,5.773502691896258421e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.333333333333333703e-01,4.564354645876385064e-01,4.879500364742666574e-01,4.303314829119352924e-01,3.829708431025352633e-01,4.082482904638630727e-01,6.382847385042254018e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
