0.000000000000000000e+00,1.414213562373095145e+00,1.414213562373095145e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.077032961426900748e+00,1.054092553389459841e+00,1.010152544552210818e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.414213562373095145e+00,0.000000000000000000e+00,1.414213562373095145e+00,1.118033988749894903e+00,1.054092553389459841e+00,1.030776406404415146e+00,1.019803902718556810e+00,1.000000000000000000e+00,1.010152544552210818e+00,1.007782218537318641e+00
1.414213562373095145e+00,1.414213562373095145e+00,0.000000000000000000e+00,2.236067977499789805e+00,1.414213562373095145e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.019803902718556810e+00,1.054092553389459841e+00,1.040015698468645500e+00
1.000000000000000000e+00,1.118033988749894903e+00,2.236067977499789805e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.414213562373095145e+00,1.201850425154663116e+00,1.030776406404415146e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.054092553389459841e+00,1.414213562373095145e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.236067977499789805e+00,1.414213562373095145e+00,1.054092553389459841e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.077032961426900748e+00,1.030776406404415146e+00,1.000000000000000000e+00,1.414213562373095145e+00,2.236067977499789805e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.118033988749894903e+00,1.201850425154663116e+00,1.118033988749894903e+00
1.054092553389459841e+00,1.019803902718556810e+00,1.000000000000000000e+00,1.201850425154663116e+00,1.414213562373095145e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.414213562373095145e+00,1.414213562373095145e+00,1.201850425154663116e+00
1.010152544552210818e+00,1.000000000000000000e+00,1.019803902718556810e+00,1.030776406404415146e+00,1.054092553389459841e+00,1.118033988749894903e+00,1.414213562373095145e+00,0.000000000000000000e+00,1.414213562373095145e+00,1.118033988749894903e+00
1.000000000000000000e+00,1.010152544552210818e+00,1.054092553389459841e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.201850425154663116e+00,1.414213562373095145e+00,1.414213562373095145e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.007782218537318641e+00,1.040015698468645500e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.118033988749894903e+00,1.201850425154663116e+00,1.118033988749894903e+00,1.000000000000000000e+00,0.000000000000000000e+00
